No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Forward P/E,PEG,P/S,P/B,P/Cash,P/Free Cash Flow,Dividend Yield,Payout Ratio,EPS (ttm),EPS growth this year,EPS growth next year,EPS growth past 5 years,EPS growth next 5 years,Sales growth past 5 years,EPS growth quarter over quarter,Sales growth quarter over quarter,Shares Outstanding,Shares Float,Insider Ownership,Insider Transactions,Institutional Ownership,Institutional Transactions,Float Short,Short Ratio,Return on Assets,Return on Equity,Return on Investment,Current Ratio,Quick Ratio,LT Debt/Equity,Total Debt/Equity,Gross Margin,Operating Margin,Profit Margin,Performance (Week),Performance (Month),Performance (Quarter),Performance (Half Year),Performance (Year),Performance (YTD),Beta,Average True Range,Volatility (Week),Volatility (Month),20-Day Simple Moving Average,50-Day Simple Moving Average,200-Day Simple Moving Average,50-Day High,50-Day Low,52-Week High,52-Week Low,Relative Strength Index (14),Change from Open,Gap,Analyst Recom,Average Volume,Relative Volume,Price,Change,Volume,Earnings Date,Target Price,IPO Date,After-Hours Close,After-Hours Change
5304,PIRS,"Pieris Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,112.38,,,,1.98,2.33,1.46,,,,-0.28,-10.90%,-57.40%,-10.70%,,53.90%,60.40%,111.30%,52.37,52.35,0.22%,-94.04%,67.70%,-5.81%,3.49%,3.55,-11.80%,-35.00%,-52.80%,5,5,0,0,,-22.40%,-25.90%,1.97%,-25.81%,-32.35%,-2.36%,-32.79%,-42.82%,1.36,0.2,7.74%,8.30%,-18.57%,-25.18%,-30.89%,-40.02%,5.61%,-51.86%,29.37%,33.35,-0.96%,0.97%,1.5,515.66,0.67,2.07,0.00%,343245,,,1/2/2015,2.07,0.00%
796,BLK,"BlackRock, Inc.",Financial,Asset Management,USA,84578.83,19.99,17.34,2.59,5.63,2.67,15.47,158.98,2.56%,48.30%,28.4,6.90%,9.54%,8.10%,7.73%,5.60%,22.30%,3.50%,153.73,147.52,1.50%,-93.91%,87.50%,1.23%,0.89%,2.13,2.80%,13.50%,11.10%,,,0.22,0.22,81.70%,34.10%,29.50%,6.14%,-4.75%,2.93%,33.15%,35.10%,12.97%,1.25,13.69,2.37%,2.57%,2.20%,-0.90%,8.81%,-6.85%,6.87%,-6.85%,75.29%,53.96,-1.55%,2.36%,1.9,616.19,0.89,567.91,0.77%,551296,7/17/2020 8:30:00 AM,648.6,10/1/1999,567.91,0.00%
6656,TLGT,"Teligent, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,3.98,,,,0.07,,0.67,,,,-9.85,31.00%,23.90%,-49.50%,15.00%,14.30%,-245.90%,-25.70%,5.59,5.36,1.02%,-93.86%,49.40%,-8.35%,13.15%,1.86,-27.50%,285.40%,-5.10%,2.3,0.9,,,19.00%,-52.80%,-96.60%,-7.79%,-37.72%,-72.53%,-72.16%,-91.94%,-83.33%,1.69,0.13,13.27%,11.14%,-31.09%,-55.28%,-77.64%,-72.80%,1.43%,-92.76%,1.43%,25.11,-0.28%,-1.12%,3,378.39,0.7,0.71,-1.40%,264117,8/19/2020 8:30:00 AM,,7/30/1981,,
497,ATUS,"Altice USA, Inc.",Communication Services,Telecom Services,USA,14746.57,85.08,20.11,,1.5,13.19,7.55,7.05,,0.00%,0.31,712.80%,86.64%,,,,46.10%,1.00%,587.59,280.9,0.40%,-93.78%,63.00%,-0.93%,11.44%,5.85,0.60%,10.00%,5.70%,0.7,0.7,20.89,22.49,65.50%,18.00%,1.90%,2.55%,-5.60%,11.39%,17.18%,-7.64%,-4.46%,,0.74,2.19%,2.97%,-1.44%,-1.69%,2.00%,-10.85%,9.89%,-17.81%,63.71%,45.07,0.11%,0.35%,2,5489.55,1.48,26.12,0.46%,8082744,7/30/2020 4:30:00 PM,34.93,6/22/2017,25.98,-0.53%
386,AQUA,Evoqua Water Technologies Corp.,Industrials,Pollution & Treatment Controls,USA,2514.21,30.88,33.36,1.74,1.72,5.67,17.62,40.23,,0.00%,0.7,-474.80%,6.22%,38.40%,17.78%,5.60%,413.80%,-3.50%,116.62,96.24,0.80%,-93.23%,98.60%,2.32%,2.60%,3.68,4.80%,20.50%,-0.60%,1.9,1.4,1.98,2.04,31.80%,6.80%,5.80%,11.37%,1.22%,18.96%,95.75%,33.48%,14.25%,,0.84,3.82%,4.30%,7.87%,6.84%,17.03%,-1.68%,16.40%,-14.19%,205.58%,60.63,1.60%,0.42%,2.5,678.69,1.38,21.65,2.03%,927084,8/4/2020 8:30,21.7,11/2/2017,21.65,0.00%
2202,EVFM,"Evofem Biosciences, Inc.",Healthcare,Biotechnology,USA,188.19,,,,,2.01,1.52,,,,-1.86,65.40%,42.00%,42.70%,,,5.40%,,81.28,80.12,1.80%,-92.54%,51.60%,12.70%,16.29%,2.83,-180.40%,-359.90%,,2.1,2,0,0.65,,,,10.65%,-26.01%,-19.80%,-51.91%,-52.86%,-61.26%,0.43,0.24,6.59%,10.26%,-6.57%,-16.43%,-44.93%,-37.76%,25.13%,-68.13%,25.13%,44.01,-0.42%,1.69%,2.2,4607.51,0.41,2.39,1.27%,1929160,8/4/2020 8:30,,11/20/2014,2.4,0.42%
1470,CRWD,"CrowdStrike Holdings, Inc.",Technology,Software - Infrastructure,USA,30779.91,,573.78,,47.04,39.14,28.91,166.47,,,-0.54,-34.50%,378.85%,,25.00%,,65.40%,84.10%,216.7,182.29,0.80%,-92.51%,74.60%,48.27%,4.53%,1.41,-7.80%,-15.10%,-20.00%,2.2,2.2,0,0,72.20%,-18.70%,-17.30%,6.70%,-0.57%,33.19%,152.02%,152.29%,186.48%,,7.41,3.74%,6.00%,7.51%,19.95%,72.62%,-6.68%,53.01%,-6.68%,347.17%,63.71,2.42%,1.59%,2,5859.7,1.35,142.87,4.04%,7842336,9/2/2020 16:30,151.52,6/12/2019,143.59,0.50%
2632,FRTA,"Forterra, Inc.",Industrials,Building Products & Equipment,USA,774.61,29.41,10.31,,0.49,5.84,14.75,4.17,,0.00%,0.41,70.10%,51.61%,-22.60%,,20.70%,217.40%,-39.30%,65.09,18.91,1.50%,-91.28%,97.80%,1.68%,10.87%,3.39,1.50%,23.00%,5.60%,2.3,1.3,8.91,9.12,21.00%,7.10%,1.80%,11.32%,-13.50%,-0.78%,136.74%,79.66%,5.06%,2.5,0.9,4.29%,7.36%,-6.98%,-10.65%,10.24%,-30.92%,16.00%,-30.92%,252.03%,46.39,2.06%,0.68%,2.3,605.49,0.81,12.15,2.75%,492214,7/27/2020 4:30:00 PM,16.92,10/20/2016,12.15,0.04%
3945,KNX,Knight-Swift Transportation Holdings Inc.,Industrials,Trucking,USA,6819.39,24.09,15.54,2.25,1.49,1.19,57.89,147.93,0.79%,16.60%,1.68,-23.70%,16.18%,9.80%,10.70%,2.40%,2.50%,-14.60%,169.95,124.89,0.10%,-91.26%,92.10%,-0.56%,23.19%,13.35,3.50%,5.10%,4.90%,0.9,0.9,0.08,0.15,62.30%,8.90%,6.30%,-2.60%,-12.56%,-3.62%,31.15%,14.76%,13.00%,1.19,1.41,2.90%,3.49%,-6.34%,-7.97%,3.83%,-14.63%,0.27%,-14.63%,47.06%,33.53,-0.49%,0.00%,1.9,2168.88,1.3,40.5,-0.49%,2791332,7/22/2020 8:30:00 AM,52.47,12/16/2010,40.48,-0.05%
6587,TENB,"Tenable Holdings, Inc.",Technology,Software - Infrastructure,USA,3796.64,,292.48,,9.52,35.05,15.68,,,,-0.93,-32.40%,478.26%,,9.80%,,47.10%,25.50%,100.21,86.22,1.40%,-91.18%,87.80%,11.91%,2.96%,2.36,-16.40%,-83.80%,-105.30%,1.2,1.2,0,0,82.10%,-19.60%,-22.80%,8.18%,-2.53%,31.55%,90.03%,78.77%,62.35%,,1.55,2.79%,4.23%,3.56%,9.81%,36.47%,-6.94%,30.62%,-6.94%,138.94%,58,1.41%,1.62%,1.7,1081.62,1.04,38.9,3.05%,1114694,7/28/2020 4:30:00 PM,39.67,7/26/2018,38.9,0.00%
5825,ROKU,"Roku, Inc.",Communication Services,Entertainment,USA,24413.43,,,,18.1,24.2,,,,,-1.15,-514.50%,27.30%,,,,-332.00%,42.40%,122.61,105.18,0.10%,-91.10%,72.00%,6.11%,6.97%,0.76,-9.60%,-19.40%,-8.00%,3.1,3,0.09,0.1,42.10%,-10.50%,-10.30%,12.38%,11.75%,55.72%,142.75%,95.23%,49.62%,,10.88,4.39%,6.28%,15.85%,23.60%,54.23%,-0.19%,39.89%,-0.19%,244.11%,66.13,3.89%,2.13%,2.2,9597.57,1,200.34,6.11%,9732140,8/5/2020 16:30,169.38,9/28/2017,200.45,0.05%
3252,HTLD,"Heartland Express, Inc.",Industrials,Trucking,USA,1534.31,23.35,18.92,4.03,2.39,2.17,18.6,,0.43%,10.00%,0.8,0.90%,15.50%,-1.60%,5.80%,-7.30%,-13.60%,13.20%,81.35,48.16,0.90%,-91.06%,54.70%,0.32%,1.79%,1.97,7.10%,9.60%,10.20%,2.4,2.4,0,0,,13.50%,10.20%,-0.05%,-9.64%,-9.64%,5.28%,-12.46%,-10.93%,0.55,0.51,2.31%,2.73%,-4.00%,-7.00%,-5.69%,-12.91%,2.63%,-17.58%,19.81%,37.06,0.91%,-0.11%,3,437.86,0.49,18.75,0.81%,216032,,22.13,11/5/1986,18.75,0.00%
6933,UONE,"Urban One, Inc.",Communication Services,Broadcasting,USA,7.74,,,,0.02,1.4,,,,,-0.43,,,,,,,-3.60%,1.58,,41.83%,-91.05%,8.02%,,,0.08,,,,,,,,,,,27.68%,42.57%,-74.62%,284.74%,136.22%,141.97%,,0.99,41.37%,21.39%,15.03%,-34.71%,-8.12%,-70.33%,51.39%,-90.97%,415.50%,44.73,-13.14%,-1.75%,,2001.34,0.99,4.89,-14.66%,1976971,,,5/6/1999,4.92,0.61%
709,BGIO,BlackRock 2022 Global Income Opportunity Trust,Financial,Asset Management,USA,193.12,,,,,,,,6.88%,,,,,,,,,,22.15,,0.08%,-91.03%,20.53%,,,0.02,,,,,,,,,,,1.40%,-0.11%,5.44%,13.25%,-8.44%,-11.56%,,0.14,1.70%,1.65%,1.22%,1.82%,1.00%,-1.47%,6.08%,-12.36%,54.06%,57.24,1.28%,-0.46%,,37.34,0.49,8.72,0.81%,18075,,,2/24/2017,8.69,-0.34%
5521,PVAC,Penn Virginia Corporation,Energy,Oil & Gas E&P,USA,142.24,1.16,18.1,0.12,0.37,0.25,6.49,,,0.00%,8.32,-68.30%,-89.70%,22.40%,10.00%,-1.80%,-283.40%,-62.90%,15.17,14.97,0.40%,-91.00%,72.80%,-26.83%,15.81%,2.94,9.60%,21.80%,16.20%,1.4,1.4,0.94,0.94,76.60%,15.50%,33.20%,6.53%,-12.53%,0.31%,226.44%,-62.67%,-68.27%,3.73,0.75,6.12%,7.84%,-1.33%,-11.82%,-23.59%,-34.53%,10.69%,-70.19%,872.73%,46.06,-2.63%,0.41%,2.2,804.91,0.39,9.63,-2.23%,320028,,14.5,11/15/2016,9.63,0.00%
5444,PS,"Pluralsight, Inc.",Technology,Software - Application,USA,2462.91,,,,6.86,11.02,6.06,,,,-1.24,72.60%,21.70%,,30.00%,,6.40%,24.90%,107.15,104.12,0.90%,-90.36%,,3.32%,7.72%,6.37,-12.60%,-73.00%,-23.20%,1.8,1.8,2.82,2.82,78.90%,-43.90%,-36.00%,7.37%,-7.36%,-7.36%,85.58%,8.36%,2.44%,,0.81,3.66%,4.98%,2.02%,-8.30%,0.46%,-22.30%,9.50%,-22.30%,167.53%,46.39,1.56%,1.34%,1.9,1262.46,0.78,17.63,2.92%,993236,7/29/2020 4:30:00 PM,24.43,5/17/2018,17.63,0.00%
5251,PG,The Procter & Gamble Company,Consumer Defensive,Household & Personal Products,USA,344891.92,28.08,24.16,3.93,4.86,7.57,21.31,52.73,2.27%,59.00%,4.96,246.70%,6.86%,11.80%,7.15%,0.10%,153.60%,3.50%,2481.1,2472.8,0.10%,-89.87%,65.60%,-0.46%,0.57%,2.29,11.00%,28.30%,16.10%,0.8,0.7,0.52,0.76,51.20%,22.10%,18.00%,1.69%,0.77%,15.19%,21.71%,15.00%,11.48%,0.41,2.16,1.43%,1.74%,1.07%,2.86%,12.92%,-1.74%,12.10%,-1.74%,47.59%,58.29,-0.24%,0.42%,2.2,6137.71,0.93,139.24,0.18%,5713511,10/20/2020 8:30:00 AM,129.64,3/22/1950,139.5,0.19%
6996,UTHR,United Therapeutics Corporation,Healthcare,Biotechnology,USA,4557.02,10.59,9.63,,3.18,1.47,2.92,7.63,,0.00%,9.75,-117.90%,-5.72%,-18.90%,-6.60%,2.40%,-48.30%,-3.10%,44.1,43.63,0.10%,-89.86%,98.70%,-0.92%,4.21%,5.82,10.60%,14.90%,-3.60%,7.4,7.1,0.26,0.26,92.20%,38.10%,30.00%,3.27%,-2.22%,-14.26%,10.31%,29.90%,17.13%,0.7,2.91,2.64%,2.87%,-0.19%,-4.01%,-1.69%,-14.32%,4.88%,-19.27%,36.50%,46.25,2.12%,0.03%,2.2,315.14,0.85,103.17,2.15%,269032,7/29/2020 8:30:00 AM,144.5,6/17/1999,103.17,0.00%
3139,HHC,The Howard Hughes Corporation,Real Estate,Real Estate - Diversified,USA,3204.7,,23.78,,3.78,0.93,3.44,,,,-2.84,29.50%,158.40%,37.20%,20.00%,15.40%,-297.10%,-63.80%,55.53,53.04,0.40%,-89.15%,94.20%,1.22%,3.10%,4.45,-1.50%,-3.90%,1.70%,,,1.24,1.24,38.20%,-8.20%,-15.40%,6.00%,-0.27%,14.28%,30.46%,-53.03%,-52.92%,1.57,2.35,3.53%,3.91%,1.45%,4.19%,-19.31%,-5.84%,15.21%,-54.25%,70.09%,54.99,2.68%,0.94%,1.7,368.84,1.25,59.7,3.65%,459209,8/4/2020 16:30,100.5,11/5/2010,59.7,0.00%
7168,VPG,"Vishay Precision Group, Inc.",Technology,Scientific & Technical Instruments,USA,348.02,26.05,16.95,1.63,1.32,1.43,3.99,24.68,,0.00%,0.99,-6.60%,51.24%,49.20%,16.00%,2.60%,-68.40%,-16.60%,13.57,13.31,0.50%,-89.04%,88.10%,-1.99%,1.35%,2.9,3.70%,5.60%,8.60%,4.5,3.1,0.17,0.17,37.30%,6.20%,5.10%,6.62%,3.00%,9.57%,32.17%,-19.30%,-24.24%,1.3,0.66,2.64%,2.56%,4.88%,2.70%,-0.91%,-4.42%,10.01%,-31.52%,55.56%,58.99,1.70%,0.04%,1.5,61.86,0.89,25.76,1.74%,55158,8/4/2020 8:30,32,6/23/2010,25.82,0.23%
3652,ITRM,Iterum Therapeutics plc,Healthcare,Biotechnology,Ireland,25.1,,,,,,1.85,,,,-5.62,-32.40%,29.00%,,,,58.40%,,21.24,15.98,0.30%,-88.85%,40.20%,-18.81%,1.14%,0.05,-221.70%,278.80%,,0.4,0.4,,,,,,88.09%,64.38%,0.84%,-54.55%,-79.97%,-73.33%,,0.19,37.39%,16.97%,81.22%,46.30%,-44.42%,-50.82%,137.58%,-83.31%,137.58%,79.78,29.60%,-11.82%,3.2,3951.47,2.83,1.2,14.29%,10950002,,,5/25/2018,1.14,-5.00%
5911,RYTM,"Rhythm Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,1044.16,,,,,4.42,4.57,,,,-3.3,-61.70%,13.20%,,16.10%,,43.20%,,44.1,41.16,0.20%,-88.68%,95.80%,1.17%,5.02%,7.42,-53.50%,-59.10%,,16,16,0,0,,,,-5.43%,-21.27%,2.95%,50.60%,4.23%,-1.35%,,1.72,6.07%,5.63%,-17.54%,-2.45%,11.51%,-29.75%,25.83%,-29.75%,74.36%,39.11,6.14%,-1.52%,1.7,278.24,1.3,22.65,4.52%,360278,8/3/2020 8:30,32.88,10/5/2017,22.65,0.00%
3920,KKR,KKR & Co. Inc.,Financial,Asset Management,USA,28582.48,128.01,16.82,10.38,11.78,2.05,7.93,,1.56%,162.40%,0.27,71.90%,31.74%,25.00%,12.33%,32.70%,33.20%,9.50%,558.77,530.53,0.30%,-88.42%,82.00%,2.13%,2.96%,4.56,0.30%,1.70%,2.10%,,,3.03,3.03,90.00%,,6.80%,4.93%,-4.33%,11.19%,57.97%,36.68%,18.92%,1.41,1.01,2.83%,2.98%,-0.63%,-1.82%,14.98%,-6.67%,6.00%,-6.67%,123.09%,48.26,0.14%,0.87%,2,3445.71,0.85,34.69,1.02%,2920239,8/4/2020 8:30,41.03,7/15/2010,34.69,0.00%
7199,VSLR,"Vivint Solar, Inc.",Technology,Solar,USA,5040.93,,378.28,,13.32,40.26,15,,,,-0.76,-535.10%,340.00%,-19.50%,,68.30%,98.20%,17.20%,124.84,121.18,1.60%,-87.70%,97.00%,3.09%,9.31%,3.41,-3.10%,-52.50%,-20.00%,2,2,13.19,13.39,26.80%,-49.80%,-23.50%,31.97%,37.55%,335.75%,944.76%,568.90%,504.41%,1.68,2.53,8.14%,8.27%,32.02%,54.51%,223.39%,2.07%,123.88%,2.07%,1284.23%,79.58,0.76%,2.83%,2.5,3313.39,1.76,43.88,3.61%,5722733,8/5/2020 16:30,20.38,10/1/2014,44.29,0.93%
6811,TWNK,"Hostess Brands, Inc.",Consumer Defensive,Packaged Foods,USA,1616.83,31.37,14.95,2.5,1.71,1,12.65,18.44,,0.00%,0.39,-9.80%,12.09%,-7.00%,12.56%,10.40%,23.80%,6.30%,123.64,120.15,0.20%,-87.40%,,3.03%,14.36%,17.43,1.50%,3.30%,4.80%,1.7,1.4,0.73,0.74,32.80%,12.00%,5.20%,-1.28%,-4.31%,0.00%,18.79%,-9.54%,-15.20%,0.7,0.31,2.55%,2.51%,-1.25%,-3.12%,-1.19%,-8.67%,2.66%,-16.01%,32.23%,42.04,0.24%,-0.24%,2.2,989.35,3.19,12.33,0.00%,3041563,8/5/2020 16:30,16.11,11/30/2015,12.33,0.00%
2064,ENPH,"Enphase Energy, Inc.",Technology,Solar,USA,10633.79,72.71,52.75,2.06,14.74,30.34,17.51,69.73,,0.00%,1.23,26.30%,40.95%,53.50%,35.38%,12.70%,-563.60%,-6.40%,125.6,114.91,1.80%,-87.38%,72.70%,22.82%,10.17%,3.33,20.80%,61.00%,46.00%,3.4,3.2,0.68,0.96,37.70%,18.50%,23.50%,28.96%,13.72%,83.20%,199.16%,308.72%,242.56%,1.04,5.15,5.98%,7.48%,25.86%,27.38%,80.42%,5.65%,59.04%,5.65%,421.01%,71.68,4.62%,3.60%,2.3,3504.38,1.15,89.51,8.38%,4046316,8/4/2020 16:30,77.79,3/30/2012,89.99,0.54%
6322,SPT,"Sprout Social, Inc.",Technology,Software - Application,USA,1986.52,,,,17.05,16.47,15.34,,,,-1.16,-123.60%,24.00%,,,,40.30%,26.60%,50.53,39.69,2.10%,-87.24%,87.20%,5.89%,4.49%,2.52,-30.80%,-71.00%,-37.00%,3.1,3.1,0,0,72.00%,-43.30%,-42.60%,7.29%,-4.29%,40.39%,198.92%,,142.12%,,2.02,4.18%,6.18%,9.84%,18.20%,64.66%,-7.19%,51.74%,-7.19%,268.69%,65.21,-1.72%,2.70%,1.4,706.49,0.57,38.86,0.94%,400740,8/5/2020 16:30,36.5,12/13/2019,39.88,2.62%
368,APPF,"AppFolio, Inc.",Technology,Software - Application,USA,5030.06,173.56,178.33,6.94,17.42,35.37,67.79,145.8,,0.00%,0.86,81.70%,-6.17%,42.30%,25.00%,40.00%,-17.30%,27.40%,34.25,16.1,0.10%,-87.17%,82.10%,2.69%,6.52%,8.35,11.10%,23.30%,21.00%,2.2,2.2,0.66,0.67,62.40%,4.60%,10.60%,6.39%,-12.80%,-8.74%,65.44%,60.96%,35.75%,1.17,6.48,4.08%,4.75%,2.07%,-2.69%,11.80%,-16.52%,11.02%,-17.33%,84.25%,51.11,4.24%,0.97%,3.3,125.79,1.38,149.26,5.25%,173503,8/3/2020 16:30,100,6/26/2015,147.32,-1.30%
3994,KURA,"Kura Oncology, Inc.",Healthcare,Biotechnology,USA,1658.87,,,,,4.92,4.89,,,,-1.58,12.40%,-15.20%,-42.90%,19.93%,,-3.40%,,51.63,49.27,0.10%,-87.02%,94.10%,33.27%,7.86%,6.61,-27.50%,-30.20%,,18.4,18.4,0.02,0.02,,,,6.53%,26.26%,86.05%,285.91%,101.71%,123.13%,2.19,1.29,3.51%,5.07%,9.28%,31.37%,92.43%,-2.04%,93.20%,-2.04%,383.15%,75.8,0.07%,0.07%,1.8,586.21,1.07,30.68,0.13%,620525,8/6/2020 16:30,25.63,9/16/2015,30.68,0.00%
421,ARNA,"Arena Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,4327.21,,,,940.7,3.22,3.7,,,,-6.83,-197.40%,-6.90%,36.80%,,85.20%,-30.10%,,57.65,57.56,0.10%,-86.68%,93.90%,19.47%,6.44%,6.92,-28.60%,-31.10%,33.20%,28.8,28.8,0.04,0.04,,,,3.68%,10.80%,20.02%,72.15%,69.00%,66.73%,1.09,2.58,3.24%,3.97%,8.71%,13.04%,36.61%,-1.87%,26.83%,-1.87%,129.83%,69.19,2.12%,-0.84%,1.6,535.46,1.2,75.73,1.26%,641787,8/5/2020 16:30,86.08,7/28/2000,75.73,0.00%
3554,INSP,"Inspire Medical Systems, Inc.",Healthcare,Medical Devices,USA,3430.05,,,,42.19,14.67,14.14,,,,-2.27,-49.70%,28.80%,,4.80%,,-172.70%,-32.20%,26.29,25.77,0.60%,-86.59%,96.50%,16.51%,5.76%,4.76,-28.30%,-35.00%,-21.30%,20.5,19.7,0.11,0.11,84.10%,-70.40%,-69.70%,4.33%,5.25%,46.74%,150.61%,132.27%,75.74%,,5.35,3.32%,4.73%,4.31%,13.59%,50.95%,-1.71%,34.19%,-1.71%,221.79%,62.21,-0.44%,1.51%,1.9,311.9,0.83,130.42,1.06%,259888,11/2/2020 16:30,85.3,5/3/2018,130.42,0.00%
4748,NLOK,NortonLifeLock Inc.,Technology,Software - Infrastructure,USA,11979.08,19.17,13.54,3.83,4.88,,10.59,,2.41%,,1.08,607.20%,14.28%,41.80%,5.00%,-8.80%,310.00%,-5.50%,590,585.35,0.30%,-86.42%,93.80%,0.81%,3.82%,3.84,,,8.20%,0.8,0.8,,,84.40%,,,1.20%,-13.08%,3.47%,12.10%,53.87%,40.43%,0.89,0.64,1.92%,2.96%,-3.93%,-6.22%,5.37%,-15.14%,4.15%,-15.14%,58.57%,40.07,-1.55%,0.91%,2.5,5830.22,0.98,20.7,-0.65%,5688694,8/6/2020 16:30,24.64,6/23/1989,20.71,0.02%
5088,OXBR,Oxbridge Re Holdings Limited,Financial,Insurance - Reinsurance,Cayman Islands,10.23,,,,7.31,1.4,1.83,,,,-0.03,94.70%,,-15.60%,,-31.30%,180.50%,150.00%,5.73,2.69,1.30%,-86.25%,0.40%,-44.36%,0.89%,0.01,-1.60%,-1.90%,-3.80%,,,0.03,0.03,,9.90%,-10.90%,93.01%,64.10%,72.97%,119.91%,130.30%,157.72%,1.19,0.68,124.89%,34.03%,54.81%,48.74%,77.04%,-80.04%,102.11%,-80.04%,174.29%,59.07,12.28%,-2.84%,1,3980.12,3.43,1.92,9.09%,13044454,,,5/9/2014,1.87,-2.60%
6433,STRO,"Sutro Biopharma, Inc.",Healthcare,Biotechnology,USA,365.61,,,,9.09,1.47,1.46,,,,-1.11,-57.10%,-127.00%,,,,256.20%,-9.50%,29.9,20.63,0.60%,-86.05%,82.80%,76.71%,6.50%,4.03,-9.20%,-14.00%,-51.50%,7.3,7.3,0.12,0.12,,,-43.30%,-1.45%,0.69%,36.69%,-0.20%,24.79%,-7.55%,,0.78,6.12%,7.43%,-9.00%,4.81%,2.72%,-26.89%,39.89%,-26.89%,69.50%,47.2,0.69%,0.50%,1.7,333.14,0.77,10.17,1.19%,255275,,,9/27/2018,10.17,0.00%
5259,PGNY,"Progyny, Inc.",Healthcare,Health Information Services,USA,2382.47,,73.01,,8.76,20.65,26.07,212.72,,,-0.13,24.30%,216.80%,,69.25%,,-143.20%,-37.50%,85.28,52.14,1.80%,-85.82%,61.30%,42.67%,6.31%,4.11,-7.10%,-15.70%,8.50%,2.8,2.8,0,0,19.40%,2.30%,-3.80%,5.40%,-2.50%,9.88%,75.21%,,5.32%,,1.68,5.67%,6.33%,4.78%,3.22%,11.23%,-11.94%,18.63%,-20.79%,117.53%,54.79,-2.53%,0.78%,1.7,800.48,0.96,28.91,-1.77%,774792,8/5/2020 16:30,34.67,10/25/2019,28.9,-0.03%
243,ALRM,"Alarm.com Holdings, Inc.",Technology,Software - Application,USA,2748.6,51.19,35.8,4.81,4.89,7.13,13.36,53.27,,0.00%,1.12,147.00%,9.40%,143.10%,10.65%,24.60%,22.50%,16.40%,48.79,44.37,2.10%,-85.69%,98.10%,-1.86%,10.88%,10.16,9.60%,15.60%,10.90%,3.8,3.2,0.28,0.28,63.10%,9.40%,10.10%,6.97%,-8.07%,-15.13%,56.22%,23.32%,33.79%,0.94,2.2,3.82%,3.80%,2.00%,-3.68%,11.67%,-23.00%,9.82%,-23.00%,79.66%,52.09,3.03%,1.00%,2.1,475.4,0.56,57.49,4.05%,266891,8/5/2020 16:30,67.63,6/26/2015,57.3,-0.33%
4985,OKTA,"Okta, Inc.",Technology,Software - Infrastructure,USA,26572.58,,2068.87,,37.76,40.46,10.57,385.67,,,-1.89,-52.70%,1200.00%,-22.30%,25.00%,70.20%,-27.30%,42.60%,126.32,118.53,0.20%,-85.14%,81.70%,2.80%,6.38%,4.89,-10.30%,-48.70%,-14.80%,5.1,5.1,2.47,2.53,73.70%,-29.10%,-32.90%,7.22%,-2.32%,5.55%,89.07%,112.79%,90.08%,0.98,9.01,3.25%,4.45%,7.13%,5.41%,32.50%,-5.18%,18.51%,-5.18%,147.35%,58.26,1.53%,1.01%,2.2,1547.13,0.59,219.3,2.55%,924105,8/27/2020 4:30:00 PM,222.74,4/7/2017,220.78,0.67%
7454,XNCR,"Xencor, Inc.",Healthcare,Biotechnology,USA,2254.18,,,,31.84,4.01,3.85,,,,-1.41,135.20%,-10.20%,23.50%,,75.10%,-115.90%,-32.80%,57.06,56.08,0.20%,-85.14%,94.62%,13.36%,7.49%,13.24,-12.00%,-13.60%,2.30%,9.1,9.1,0,0,,,,7.95%,15.98%,22.06%,34.43%,17.72%,16.49%,0.77,1.62,3.03%,4.67%,5.01%,13.61%,21.00%,-8.75%,36.82%,-8.75%,107.03%,61,2.35%,0.90%,1.8,317.48,0.87,40.06,3.27%,279743,,45.36,12/3/2013,40.06,0.00%
102,ADT,ADT Inc.,Industrials,Security & Protection Services,USA,6270.39,,6.94,,1.18,2.22,137.81,7.99,1.72%,,-0.88,30.30%,1.64%,,9.40%,,-1.10%,3.70%,760.6,745.87,1.00%,-84.89%,94.70%,-0.50%,2.12%,2.31,-4.00%,-21.00%,1.50%,0.5,0.4,3.47,3.49,71.50%,-2.00%,-12.50%,-1.09%,-26.49%,5.84%,98.54%,38.24%,2.90%,,0.44,4.06%,4.64%,-14.17%,-20.47%,9.33%,-52.59%,4.08%,-52.59%,139.65%,22.22,-0.73%,0.61%,2.6,6849.51,0.71,8.16,-0.12%,4844853,8/5/2020 16:30,13.67,1/19/2018,8.17,0.12%
1185,CHD,"Church & Dwight Co., Inc.",Consumer Defensive,Household & Personal Products,USA,22935.18,32.46,31.12,3.42,4.99,7.64,50.78,28.64,1.03%,31.90%,2.87,7.70%,6.51%,10.20%,9.48%,5.70%,37.70%,10.60%,247.31,246.68,0.10%,-84.41%,85.50%,1.01%,1.42%,2.44,10.40%,26.10%,14.40%,1.3,0.8,0.6,0.63,46.20%,21.30%,15.70%,0.55%,-2.34%,18.92%,40.49%,24.38%,32.36%,0.39,1.84,1.49%,2.21%,0.37%,-0.16%,19.65%,-5.92%,10.89%,-5.92%,94.04%,48.91,-0.97%,0.32%,2.4,1430.91,0.65,93.1,-0.65%,933914,7/31/2020 8:30:00 AM,94.33,3/17/1980,93.1,0.00%
